machine_speed_rpm,temperature_c,humidity_percent,vibration_level,energy_usage_kwh,production_count,defect_count,hours_since_last_maintenance,maintenance_required,alert_triggered,defective_product
1429.233053438122,77.09509504683022,69.09231631966014,0.42162464788755716,123.89684680540276,57,1,138,0,0,0
1544.3819428146228,71.47494072120796,60.292408285377554,0.6734936575836808,99.60609360582286,88,4,85,0,0,0
1577.4634053429336,74.72115461171147,36.466857449478475,0.4143227906173207,124.12723542650902,98,3,43,0,0,0
1407.3069528421918,77.7916345626086,49.0760042587188,0.4444453220513133,149.24391877435272,95,3,81,0,0,0
1494.04746439382,75.38002695706206,58.73324701488016,0.5204389031602977,128.97271529029055,87,5,63,0,0,0
1175.8732659930927,77.69377996223184,39.893612632763336,0.3797850473923911,139.23974378143683,185,5,121,0,0,0
1397.561235866571,70.39663203460317,55.624607341955496,0.4604319288243736,115.25976059974745,103,5,161,0,0,0
1474.7431848606839,75.8468041201804,56.66401916186477,0.5317453261250176,134.99800478847422,141,9,86,0,0,1
1375.2216818035151,67.9314275154751,36.50798975234264,0.4667139595617489,125.58535676433051,89,3,64,0,0,0
1663.2411303931635,74.4438696932565,52.60341249811025,0.4906613141100052,100.98178540625536,83,3,54,0,0,0
1356.9858622039367,70.48046179267605,60.8650764391443,0.4470667887551629,126.3704200959775,145,6,73,0,0,1
1455.9955513303016,71.32235028705117,49.95582658143768,0.3485529690819233,100.1660667311938,128,6,116,0,0,1
1513.0740577286092,81.18046587605218,30.4841246710443,0.5321593211339238,107.34239450230416,176,3,128,0,0,0
1644.1273289066116,80.45655060297135,30.361538763171687,0.6754933071647242,123.78656614584749,66,7,165,1,0,1
1356.413784882056,78.04569060453588,44.28117375880049,0.5018401630783438,125.94488546760248,159,4,136,0,1,0
1616.316375215496,69.5384361766371,67.04776273727128,0.522526411724755,96.21535069845741,101,1,94,0,0,0
1501.0233061019587,73.41795775152599,39.14707118414435,0.5692722755116859,141.07971542365752,167,7,198,0,0,1
1401.849134895205,81.06548849989592,55.37454755486749,0.3730669503453301,131.44012556600947,58,7,144,0,1,1
1546.2103474263272,75.70858456819953,38.88303482773282,0.6702514658129606,105.90543128778232,82,2,98,0,0,0
1519.905969557347,86.59664769990847,42.866799586381944,0.5202328796422802,89.24830407101649,162,5,111,0,0,0
1439.9783122841204,76.96658919697185,63.92168358405936,0.6631856899089109,117.10190841837138,198,6,51,0,0,1
1506.980208499002,75.96024558245016,59.15445769079788,0.42669670044760105,111.08112572277679,134,9,145,0,0,1
1461.468640313824,73.4544176789875,33.81597109252843,0.6818061922557825,122.26280914106046,59,3,190,0,0,0
1511.3517345251248,75.66770452391141,47.14808083945734,0.5775155494034783,112.73766677688867,55,4,32,0,0,0
1566.2130674521047,74.23765081809728,31.166790545810578,0.5553040085852359,79.8508627850998,164,10,3,1,0,1
1658.6016816145352,78.54054338344295,49.23560586412036,0.5234024454353148,112.23306123397683,170,4,86,1,0,1
1376.2184501173151,79.78351158397292,56.49736046804272,0.47514713819255505,113.88761777863374,190,4,74,0,0,0
1713.3033374656266,71.07005269746026,34.74010494392606,0.6200531658473872,132.6732204954812,114,4,179,0,0,0
1304.79122004775,68.3438352322111,41.55539755636663,0.5140359869848047,106.036006507779,69,7,8,0,0,1
1484.8214904964416,65.81897313448351,45.91346502008628,0.3032930296412848,153.57349346745133,106,8,63,0,0,1
1558.8317206484576,77.53995663456271,66.78124098624198,0.38828135382929974,81.76718898696487,95,6,29,1,0,1
1528.0991867735033,69.48316696913064,69.73020061691855,0.4814154247807253,146.2233499560525,185,6,135,0,1,1
1437.7300480179406,64.23554703523759,31.796451959824633,0.5309998983165555,115.51362058243791,59,3,132,0,0,0
1479.1877749642724,76.94289302265481,60.44031693981568,0.4943411511100104,137.19169744687113,162,5,75,0,0,0
1450.6999065341167,87.46499758716395,44.86896265609373,0.6218970789793663,121.59602968117466,188,6,190,0,0,1
1441.0635243055788,74.96964544230053,45.6983274491792,0.30488981359613754,142.79111072050938,61,2,128,0,0,0
1584.9602097021025,79.19245387225821,60.17059893388091,0.5143587936505161,112.25276070894378,187,8,14,0,0,1
1535.7015485965048,75.40914679273783,66.73705728581635,0.3182020774612845,98.02759149644376,60,5,88,0,0,0
1430.7090404739347,74.50555173404429,68.03714378010193,0.5759712295484168,148.41008574542127,167,4,165,0,0,0
1589.959987543325,79.59538241493884,53.08490344153283,0.4905541285557997,117.73038708235718,88,4,169,0,1,0
1530.7299520876609,73.54862727905675,44.28484637202011,0.5419609972024119,124.43116947248421,102,2,127,0,0,0
1581.286211883896,76.33696157035952,61.50196343435117,0.41361170394102337,144.69503828089591,105,5,173,0,0,0
1562.9628841923611,76.60848903098007,40.04005533049201,0.6279464931657751,99.3608951581113,153,5,180,0,0,0
1417.1004989077928,71.65954773178476,52.56296115334071,0.6041724664058852,131.90981795278515,178,4,25,0,0,0
1443.981895980303,79.96021174768262,44.34313846099492,0.5583544303011888,108.20210487074218,105,2,60,1,0,1
1574.7293605123261,74.12520121652295,56.26524294831505,0.4870482753136559,117.35661288711256,167,4,122,1,0,1
1561.0370265433464,71.22127420253578,39.61595651574028,0.5579857285295132,121.44557930768578,181,4,66,1,0,1
1497.9098406035853,77.68254921785201,37.66371782939303,0.4293107432012651,89.99556277106129,79,1,181,0,0,0
1511.7327383308782,70.50766009104481,66.72956346701748,0.5855555659020713,104.42325914359131,61,8,149,1,0,1
1627.7664895788425,75.14090578684564,34.072147317981475,0.6649480894323921,147.0214578482628,84,4,25,0,0,0
1440.842861116417,74.95440501677898,50.23831630939726,0.6070610559979186,137.72382377169592,126,10,82,1,1,1
1554.7097381170038,80.42947782915789,38.83411131852036,0.42703975301925906,118.7472084534553,151,6,107,0,0,1
1479.7807347566106,77.37349116439977,31.5571985330267,0.5361417317273103,124.86246917025787,136,3,110,1,1,1
1478.231879677278,74.87486520627428,31.440752731657057,0.3706858456241352,114.11514988727085,101,6,59,0,0,1
1609.877685198719,79.08883149600143,37.00887088423309,0.5572390311175676,147.13166771655963,129,4,38,0,0,0
1582.541634898803,81.95103774508657,64.67081418024,0.5450603412862539,115.99294844411672,184,3,122,0,0,0
1581.3509636000638,77.78905153175931,41.29914975908107,0.31301836604678357,124.63684184269697,71,2,35,0,0,0
1630.547880715433,75.0517630992169,68.01836682301183,0.3838216156087636,142.9206028828413,124,3,20,0,0,0
1502.100384163276,68.4408188382492,53.26489171956774,0.4716861103256233,104.45257030308187,107,5,168,0,0,0
1568.1952971294963,69.67443168462313,47.46456759075065,0.46991402528591736,151.17578368993787,142,3,117,0,1,0
1468.9733243406545,73.47387647822666,53.20355338677818,0.3790523064581195,89.39077180513246,152,4,47,0,0,0
1532.4166352488442,71.95243898920359,50.66793540905071,0.5388978729352184,152.59284262225597,189,3,25,0,0,0
1486.9856945632316,74.06514348507277,60.351050150293005,0.5251473608940512,112.5464883209605,56,6,190,0,0,1
1509.6995964992718,75.28324962448553,41.299842638914086,0.48057308680214805,115.14602504349436,177,5,35,0,0,0
1559.5157025436913,77.64846377178365,44.122015664012096,0.4244208499841637,82.19979657634114,104,5,151,0,0,0
1418.1779316766529,74.64750610970454,65.76377210133003,0.6048707126416564,110.90410565244615,155,4,127,0,0,0
1709.238727568546,77.43250821913101,67.85826052601621,0.6655407113088295,99.20386937946232,111,4,148,0,0,0
1399.3982618500297,75.3223720740506,65.70232909945898,0.45164385161534626,107.84707309253055,139,6,145,0,0,1
1378.5811387212268,65.12266716823065,46.77791975829254,0.43878330828451795,117.2537806842224,147,4,14,0,0,0
1615.8110873500068,70.30332303090623,61.21462012027527,0.5491207665411997,139.15583228945812,126,6,78,0,0,1
1579.1662693962935,74.27956222139193,49.05342933204395,0.46419706202530137,124.15206702801251,168,4,133,0,0,0
1562.4119817052156,68.95152628579446,49.90159408584409,0.48606027993367656,126.15353306802228,85,5,170,0,0,0
1562.834550926428,77.99964364998102,38.187204362291354,0.5739653151724672,98.08961222308875,138,5,158,1,0,1
1498.7753227153084,82.65375416171848,53.64521213034066,0.3090643912492707,102.38491820794539,194,4,27,0,0,0
1410.274562851417,81.09380925848659,37.44543591013392,0.6318302324852669,155.97450036702622,179,5,135,0,0,0
1507.5804558193727,73.93278564534896,43.262587962687746,0.5072680524329342,105.29597930473507,190,3,156,0,0,0
1432.2838288487887,82.45363068424976,64.20120806479741,0.45885068554378194,153.12416504114591,142,4,148,0,0,0
1597.511973341775,75.74333728601056,38.283032368434206,0.4910765845778551,115.13877602238267,163,6,119,0,0,1
1485.2942618497862,73.3145701444098,32.84633140693731,0.4962429355020519,120.04575872287008,77,6,87,0,0,1
1417.4502803207488,71.93298668229531,32.76030370451265,0.3268798696555074,141.4073032045986,192,1,185,0,0,0
1467.8614158347007,73.48765156755935,67.63138082012432,0.6494938227453236,145.43784843877313,82,3,187,0,0,0
1541.2931454275624,73.05911590729386,50.276817518473386,0.5041325632270618,117.78374879441824,69,4,177,0,0,0
1443.6275447196026,75.85208111187744,46.37648287268073,0.5443002130447375,112.23513892956922,189,6,30,0,0,1
1417.777960443357,75.80286990524932,62.435143240316734,0.5951549770574043,118.88159102955574,150,4,46,1,0,1
1524.3687211491913,75.01523010076707,63.43303711642064,0.39788375424397,126.75915056464237,72,3,33,0,0,0
1524.4966571108723,77.18469084873175,43.28764132462418,0.5473471899035228,137.82607373739512,161,14,1,0,0,1
1449.305682462887,80.9532313739317,57.744722298951814,0.47323589091012064,120.08459717988303,63,5,105,1,0,1
1452.8961694381678,79.74777067720662,60.84491263407546,0.5846770775216494,132.37772596046307,140,4,194,0,0,0
1523.2049937357635,67.57551015775049,56.18602747463818,0.2872772579648505,152.7671946454188,126,5,93,0,0,0
1355.1915658502676,62.230394325490224,36.06380299200397,0.4900905699758731,127.6261922452957,134,5,71,0,0,0
1359.2536225623444,79.67159955619637,65.03532334068228,0.43971793442160384,126.23305712009557,158,7,51,0,0,1
1428.1555778747563,68.16560650792289,51.563782109440346,0.5432262950634156,89.62178349819865,80,7,134,0,0,1
1478.6552848288152,73.87617299053659,41.29889705480015,0.5470044187368203,67.38539726341872,171,7,146,0,0,1
1531.0907565598004,69.1494348697032,47.009127417507756,0.4292374105177974,127.76751458460336,156,2,89,0,0,0
1647.5356216949551,65.9900978120999,31.502843615956294,0.42878261358239567,118.10351537438255,103,5,91,0,0,0
1585.7659623202019,77.70731364102394,35.1146720488967,0.48893346314426706,109.70434650170516,182,3,142,0,0,0
1484.0061470036574,78.79577580151323,60.62187002063443,0.4103357772684792,124.87060408372689,190,7,77,0,0,1
1498.098379209731,72.11744799636641,30.000465390214647,0.5841983695452126,118.79192541606183,92,2,175,0,1,0
1399.7470635362192,62.04478853927545,46.662633139291685,0.4630792799552554,142.55560501267797,138,6,124,0,0,1
1498.148686400761,72.26877775873758,50.90040724342354,0.20930117806783582,121.72221736517956,164,4,141,0,0,0
1471.1341361079863,76.95902002701273,32.185376800038895,0.46251779433781937,105.06153429859665,148,8,130,0,0,1
1532.271856033809,67.60544215612936,68.92312651889331,0.39614561791560277,139.80332477918577,96,5,49,0,0,0
1417.2769056447678,75.91679959889578,39.04501324998688,0.3368724184539055,115.65737850107595,120,1,92,1,0,1
1551.9346514241172,74.92345075413502,42.16794878545123,0.37625733617774276,130.53073367344615,116,2,123,0,0,0
1653.2738913002577,77.89645749800545,42.157700490201094,0.510940847183297,110.45178587614399,111,3,53,0,0,0
1489.1239851543141,75.59790184207077,39.216666484693995,0.6328640828248231,107.00346229005127,158,6,133,1,0,1
1540.1711722098942,70.13465529559222,30.058952883452456,0.531318447386498,121.68336460371393,86,8,176,0,0,1
1569.0143991711113,80.98285750832245,59.17379176351986,0.439349661178426,120.2565728708737,168,4,150,1,0,1
1459.8779528114164,74.20735213486515,68.67381999197141,0.5455904195170702,129.59654070733666,135,3,77,0,0,0
1522.4092481810417,74.86347730245033,38.97173933140181,0.4540909689781008,114.62708493380515,175,6,77,0,0,1
1501.2592400781796,70.33366020463401,56.5218876721369,0.43053996308368553,83.27280432459204,185,6,19,0,0,1
1509.7676098548832,72.78358874404245,59.6758530783486,0.38456373317670156,111.34452232823223,101,8,90,0,0,1
1422.6990216144534,70.5759864298655,63.93701516362099,0.32481711932482804,135.8763693428763,140,6,187,0,0,1
1502.4510174258942,74.13526970038288,46.90516788054437,0.4610076293440555,114.05247841513787,82,6,98,1,0,1
1549.7998291245449,83.55854240071172,42.11723622561717,0.5158053489920131,115.07233194970904,130,5,172,0,0,0
1645.1143607795043,68.14049428534322,43.011805360921244,0.490337632998511,139.72753011811875,91,4,188,0,0,0
1595.9270826085208,66.93219301061629,58.50485332394051,0.4584033072052641,105.76053545482155,161,5,55,0,0,0
1715.3182457511557,82.35585163746805,62.67117866022544,0.4054253939303219,89.14393563514201,175,5,1,0,0,0
1423.2652437111951,73.95338161424067,37.264558710264104,0.5608246191684969,116.78737760949011,185,6,104,0,0,1
1587.2320636720679,71.65463630670041,44.837640326310606,0.3682868080053415,110.31652097502526,155,11,172,0,0,1
1518.3342005738352,80.19952343698039,66.077607869966,0.5776027913843476,100.67507360493492,174,8,167,0,0,1
1718.9802933217672,71.97192230131569,62.26774078778957,0.3997782981073275,116.49243088202618,162,7,111,0,0,1
1419.1701714644848,84.13004856773468,69.39433611049904,0.4247564762646965,129.83011294493568,113,7,23,0,0,1
1416.0278157819223,78.38962935669635,60.16993038728323,0.3533214809384323,119.81422876864369,172,4,156,1,0,1
1440.0607354555978,72.56044295927148,45.72780804111689,0.44985978531143633,126.13962145372476,163,8,194,0,0,1
1287.6104275690193,85.78654106632752,53.625513359785515,0.5975312458477979,156.26815397030845,69,6,108,0,0,1
1447.4244978319239,71.9714253849833,56.44057016989281,0.5515628088443957,113.14242276884872,65,2,67,0,0,0
1424.08673384463,78.71047686004654,33.138232652684955,0.5978422112028035,125.56697269289339,194,4,113,0,1,0
1515.0393786476207,76.49646290203246,51.779878364154605,0.5522142545933936,109.81573274801731,68,0,193,0,0,0
1534.175597577716,81.50870644699398,58.37283313890438,0.3896330171469631,103.07280560226054,169,6,83,1,0,1
1687.6170839215886,82.80755598363426,36.69285216004241,0.46692107756724427,108.3018469316446,185,0,181,0,0,0
1595.042383818605,75.16002074532884,61.22526869702229,0.42198008708825374,110.42482856956623,87,7,180,0,0,1
1442.3096344337596,71.23291064826908,53.35091122056447,0.633057490403904,127.1895159509425,142,9,48,0,0,1
1410.1585328651643,77.29986071469558,68.08887142790378,0.38032113535736883,166.98151573401515,154,7,31,0,0,1
1549.1919171506506,71.61142315123946,31.69689192827567,0.5893697689389111,105.6791312744832,149,2,60,0,0,0
1367.9766792979358,85.06693623763312,40.61304550221868,0.5892953870108769,111.66749388769075,139,4,169,1,0,1
1683.1458765854354,75.68267665541369,54.06215517199296,0.6829620201716087,118.73753973777504,93,8,128,0,0,1
1617.9440120721288,73.17339224343945,41.86239648823722,0.45903134073705026,127.91597697419495,125,5,190,0,0,0
1453.0824347895295,75.92340152932454,58.57696656284969,0.5712322159580162,125.2710162390957,194,5,101,0,1,0
1328.6865470909122,68.26436855235151,60.36021130087724,0.7281651836538843,145.68191587896234,128,6,34,0,1,1
1635.3872374165412,70.14192980744674,34.10063856265898,0.4382358323066303,71.47215858929584,122,2,50,0,0,0
1488.5460154747382,81.00206953972213,50.55417856827071,0.346495975246764,72.26140259608655,189,4,198,0,0,0
1623.781631197346,71.71552860514302,50.355622223642236,0.3119989966092236,110.08243655979702,145,7,44,0,0,1
1340.5572341205634,69.7654450865903,44.77123080862164,0.5712712028861331,141.94600375087418,138,3,76,1,0,1
1440.0624977046227,77.68326376263643,67.31699450278688,0.3116849791941416,88.68703936788808,152,6,112,0,0,1
1500.5243699718183,80.92852077331499,63.10025279492885,0.4627680947062077,59.84735320612486,195,2,64,0,0,0
1504.6980593764742,78.59476655332533,57.888375276385474,0.5437313187038961,131.42358812438417,55,8,13,0,0,1
1454.9934528520757,79.98023842902909,58.573065429399904,0.5185175536829914,124.87314447405429,171,10,92,0,0,1
1562.28499323475,71.21602455715269,48.468645752524765,0.5425444864184172,98.19583186401141,165,5,130,1,0,1
1393.2379570617406,67.89094666629079,66.83978084386302,0.5222289855800855,100.2892079855814,111,4,23,0,0,0
1485.7620514978707,82.50666825977743,57.783817090131414,0.6278865813313393,100.60512560730652,193,4,64,0,0,0
1512.02956317119,73.38660080578933,59.159242466232655,0.4047683619261203,122.2107063494788,185,8,175,0,0,1
1551.4438834058749,73.74583491772476,64.4676361514938,0.43230048615414685,107.47369447633986,138,9,137,0,0,1
1571.161487808889,81.6409707092453,40.96286357368764,0.4227340554729176,129.8812783795104,145,7,12,0,0,1
1387.5357908162132,77.7811500470033,62.28283615466812,0.5830191811862611,62.90746674191218,175,7,141,0,0,1
1346.5885829264378,77.27943886040804,37.809624118259684,0.5900398588395064,102.86296269744402,139,3,99,0,0,0
1627.7676821898508,85.82501172450542,43.813678089795516,0.5451225319318508,97.478920781779,135,8,137,1,0,1
1533.2314011979593,71.78240884809928,43.42441817079371,0.6183493666889928,114.87318643255016,187,7,167,0,0,1
1425.1513463443446,79.63920064040619,69.14101873556562,0.3821959132623619,109.23904483019723,170,2,150,1,0,1
1655.1151975522523,75.28506562448543,64.26148894991707,0.6667224111551138,135.95687559791534,125,5,98,0,0,0
1511.567463429286,76.34296139431629,58.04679446361039,0.6523238621712258,82.81326456679885,141,7,54,0,0,1
1617.9297184063826,82.64234213206265,59.082270464615604,0.5735621997245747,120.90982952661504,119,6,62,0,0,1
1506.751848141011,77.53917878144811,52.48291177610284,0.678179890877106,131.1667284642341,197,1,70,0,0,0
1706.0747924881987,77.69148039524816,67.88362668434075,0.3343376792322226,157.13294873123908,182,3,169,1,0,1
1675.5340842443204,80.362536686549,49.85035011529446,0.4475551863737348,110.3646805781305,72,4,98,0,0,0
1475.1035851520926,73.17523635228558,45.22070839479578,0.42646965393180475,126.48917208705033,186,4,65,0,0,0
1597.1570950954356,70.80395166330497,36.52141347726364,0.5721479323757344,83.9227441487527,107,3,78,0,0,0
1564.5375949585148,69.77595402989483,61.44822609044232,0.39498592603978544,72.16087591373952,95,7,72,0,0,1
1636.8631557532349,65.16821705311999,59.377757283023655,0.5757495149337486,136.895487515634,71,9,46,1,0,1
1403.5076539419895,85.28103564970161,45.374201540965394,0.6370536143996713,119.8887941270386,57,4,80,0,0,0
1568.605145999844,69.48395817139158,31.007736558369174,0.5695202900084,143.57025379596845,172,3,125,0,0,0
1605.8424486849588,73.89373188207114,63.55989310872043,0.5283751023661502,92.53194222060502,69,4,51,0,1,0
1324.1260513576885,73.6159335005554,30.456719338162944,0.4012126659099251,130.39804279057506,127,4,145,0,1,0
1381.6741487334225,76.5370334890455,58.14799118516204,0.4153149033874635,157.37635681087707,88,6,145,0,0,1
1296.07678222399,79.07868606269648,68.81028438904228,0.6249618905296667,128.39411216714532,86,3,151,0,0,0
1473.0593165555442,79.30236744179872,47.50645312592814,0.5779349003905332,125.53163011182097,124,10,22,0,0,1
1571.7542255795963,72.08461280715531,39.39893619983811,0.4960980480622456,120.171121616487,167,5,139,0,1,0
1650.2357052096029,74.16439143106794,58.19484040173527,0.45820904542341095,88.58237085748175,153,5,150,0,0,0
1507.4094780419775,76.4128997524415,62.68512568062341,0.2974192126888623,147.11145871420695,80,3,20,0,0,0
1662.8615545571292,73.75654436908226,51.8572126431139,0.39291475813155613,107.78284720389868,172,2,63,0,0,0
1361.9898541785108,83.03672788009996,68.68141101024585,0.6911419087139723,130.08966512766034,103,7,71,0,0,1
1329.6617560644845,77.45487475819125,32.06674886631844,0.3719544428997533,88.73931386857492,83,5,161,1,0,1
1494.4452301103381,78.67438893024908,50.19182393218112,0.518947982122108,96.4108067098444,171,4,129,0,0,0
1538.4065448939307,78.31440634333707,58.738157892902,0.6007443973195199,148.7017479844447,162,6,68,1,0,1
1496.7305251905907,80.86736928742663,64.50561884596715,0.3745077331997707,113.05395422084314,111,5,158,0,0,0
1293.2557899960123,75.90510779351854,37.1702244763116,0.5184710474781083,149.0655095208509,72,4,67,0,1,0
1491.0879960487212,68.51584026022077,62.00013927054726,0.5937915537510655,118.43538681882964,95,7,197,0,0,1
1369.5530499495146,76.99843975876321,52.10828302874181,0.501249932190725,83.16204454084286,105,4,146,0,0,0
1566.9672548830038,71.74321553104086,45.86214727959853,0.7868403055666768,137.8413519946344,184,2,127,0,0,0
1536.6598246096848,72.35691659125122,35.26860114316374,0.3331400741121805,108.20215364488784,167,3,106,1,0,1
1406.0120213672644,77.93182009377547,64.6118303563565,0.6058728529883879,133.97377627034086,180,8,108,0,0,1
1448.6133082663307,81.19141535716818,36.29092832718862,0.4827198262603536,120.50421735080164,162,5,71,0,0,0
1394.078647811105,75.1063578836803,42.39151436836397,0.5771920154836675,89.13763544114259,93,6,102,0,0,1
1493.7320902726829,76.54416506299482,41.601821278497475,0.5441307151699246,123.28589530741138,177,2,140,0,0,0
1595.5142320501238,83.5110747231762,64.85656136763417,0.42668438028900035,163.92446284305598,157,3,64,0,0,0
1401.4273953664456,76.20376589744284,56.90811976835592,0.5228996392459341,129.8597291702892,66,3,133,1,1,1
1550.4046515517844,88.00841557090197,61.86725588765489,0.3142098548601713,118.84964493989074,108,7,198,0,0,1
1446.974238162756,77.82754822815772,40.01871595169996,0.5603247500571393,141.50686803913794,187,5,111,0,0,0
1420.7127167737656,66.19618620422091,54.994963984279956,0.5298158465990526,124.21336930406221,148,2,154,0,0,0
1489.2969640045442,78.76670810552267,52.86983932574995,0.5638660168643103,124.19068460525588,133,2,78,1,0,1
1396.4757677580626,76.90579192441389,63.31321507153084,0.6058118325087151,98.16749655681795,195,7,179,1,0,1
1444.6350694652817,81.44876377041373,66.24348241925043,0.5367619840209711,124.67696051579196,94,8,125,0,0,1
1380.212210741115,78.36590675634979,30.486270859095473,0.5148089419798276,140.7088683283389,157,4,120,1,0,1
1696.472513291639,74.30772008008113,56.960796762351706,0.41189316633387074,103.2787569579995,111,4,86,0,0,0
1503.526355197173,68.87850881855317,32.07343196478916,0.4287779236350949,148.48991642493894,108,4,47,1,0,1
1430.0274492007416,73.95488371356987,51.95434660309424,0.6186734620177331,118.16587951709748,187,3,87,0,0,0
1521.3979910734222,70.7473977289535,41.50530916174713,0.6436335405705979,102.24460976922919,60,4,67,0,0,0
1488.767195030917,72.09738275097638,42.27106398088565,0.4761889563687946,139.9526415384049,151,6,171,0,0,1
1477.9030400466777,77.94289202210305,44.11834013809426,0.5046002747253274,114.26411528523461,119,5,100,0,0,0
1561.4166700043424,83.34952252175702,54.85169796198441,0.40953856250062337,135.19029774972216,172,5,16,0,0,0
1575.7507710047305,76.9733576491149,43.36199862675077,0.6172756845267445,114.16482735482926,83,3,37,0,0,0
1446.9498852389472,69.02058468982408,59.30796202361122,0.5665416823691779,118.80347712940193,150,6,137,0,0,1
1442.418175935532,77.22301334110071,46.18109542295478,0.6941217436463749,129.87120408668582,194,4,53,1,0,1
1472.4948302848356,80.98315743322826,32.734128012398344,0.4121676922820261,125.81794115180011,153,2,133,0,0,0
1269.8078835264414,71.95108547840309,61.35039369936429,0.46219921009817827,80.08936439096523,89,5,133,0,0,0
1348.4808937801447,74.3299141666354,41.43033298370824,0.5231445922525573,97.57512519811216,68,7,51,0,0,1
1636.6874267444525,75.07344097364599,47.3106751839705,0.5646489537725771,138.58819969581631,116,8,14,1,0,1
1664.4967713501283,71.0755084345888,57.41775532887606,0.47843323624523676,117.35726822196905,131,0,67,1,0,1
1475.096396044362,78.2414021692193,43.29824628594848,0.41270389095462995,109.52537394457157,113,5,184,0,0,0
1557.6556963055766,74.3952592569611,32.26342624586862,0.5881407528923571,92.82851969485051,132,4,111,0,0,0
1531.1250154543536,77.09766221953514,44.95684188051254,0.5721135362545582,98.40527357448303,96,6,183,0,1,1
1807.8880808455237,70.5625391109895,67.77794330777213,0.4083725899436275,79.56402720076105,55,4,103,0,0,0
1611.9574911434577,72.81270849838295,55.66937589194232,0.6355442801105495,117.97438562596935,65,7,6,0,0,1
1487.2082408519234,78.61190678913886,56.85916594668828,0.6170198709196604,108.03124838837905,195,2,50,1,0,1
1404.4459559399575,73.13583423954117,55.291286145505595,0.5134296497247793,100.6682421802937,88,3,57,0,0,0
1339.3553679742427,83.63481925616702,37.95968555837747,0.5079597862376036,118.63753149664093,162,3,191,0,0,0
1520.3463635867224,73.00181907192699,46.7333545640912,0.5554057771115907,127.27941261705476,189,5,108,0,0,0
1424.3649254715697,76.12342362875943,60.03759193453273,0.41382969297437416,161.8639586441989,187,6,110,0,0,1
1357.7746290402326,79.66295415936546,34.05491590212637,0.5030031479164082,89.76233160873574,120,9,153,0,0,1
1435.3427115757474,67.90817133533484,41.114111043588494,0.28476164553908195,143.18762086601043,159,6,185,0,0,1
1391.8451996385604,66.19595594009613,41.05276433863415,0.5876455645502936,139.46203122030144,104,7,30,0,0,1
1668.7141635072564,67.37171842714953,47.28075710378024,0.343850677755814,104.41814521246599,178,2,193,0,0,0
1588.163975694945,81.31292051713591,69.2147496376874,0.6503419828428999,124.06471909172062,98,2,91,0,1,0
1499.2027358683383,72.24070927053776,32.70010186735288,0.46698799060335494,110.8473350132477,70,8,105,0,0,1
1647.9944138890025,87.79099642834126,50.7480397752238,0.4788333018068823,123.71377160837478,86,8,12,1,0,1
1507.7368307647619,72.17876200671306,37.17458728048842,0.43722660939154945,150.182620268091,165,8,145,0,0,1
1413.8715798671738,75.92275651598518,68.82706181638977,0.4711961126077924,132.11212465262625,73,7,118,0,0,1
1652.3124077269658,82.71054976283938,34.53214018909857,0.6418531345148036,130.17216746466883,104,6,140,0,0,1
1553.891004368466,85.03046444079561,46.14404009446365,0.251219134346492,111.39381360090715,74,2,114,0,0,0
1396.2753845673544,85.30751788318199,59.51539939338424,0.6276965386088188,90.3188667015133,184,7,151,0,0,1
1480.9661321916392,81.04183115296571,58.18217712109781,0.5338023481101708,115.83063578919185,176,6,56,0,1,1
1412.4381746615243,80.12031262905731,46.90914547575729,0.37929783521427846,144.1321630972783,142,5,125,0,0,0
1361.7200269035663,77.96263474600592,43.86096671810873,0.3924687606950762,89.45664286820704,143,6,156,0,0,1
1592.617754753164,78.89180538083319,45.904495142114826,0.6676393027208203,98.8982126364661,120,4,183,0,0,0
1690.941664047013,72.24407141835734,40.57105052634557,0.40544931200572687,122.52535472468136,171,4,53,1,0,1
1360.1432426180859,70.90900558288847,38.21331754827199,0.38466494894040404,100.30690430305475,73,4,132,0,0,0
1556.2969236690572,74.98312771294523,49.3215879023556,0.6137314542364729,104.14953105769575,60,5,162,1,0,1
1434.9357430878174,74.14907688737536,40.74135024270429,0.5338552876285915,111.52802836543646,122,4,18,0,0,0
1451.2874616235304,72.73385975336362,41.49846659589001,0.4062074423463601,92.68765191619701,61,7,182,0,0,1
1440.760607576113,78.48193723728357,56.27024253898228,0.5216624975404619,100.51756307567263,84,2,76,0,0,0
1413.6009230320185,79.77652604285255,68.74149326799568,0.39742473163597225,134.06855833574616,190,4,68,0,0,0
1504.8521627944826,75.44203443145923,54.145488022375005,0.6100821398422606,93.85260435538072,72,1,43,0,0,0
1416.9049883588962,82.3876504052763,33.07917868259865,0.6061370964873134,88.04255731010325,132,6,37,0,0,1
1527.0456825779838,69.29155442933248,33.023344554162676,0.5532006198821943,107.39950040932212,137,1,61,0,0,0
1494.9761890550863,74.03170270360141,68.05692883382264,0.5361661061247016,134.6391100501969,129,6,21,0,0,1
1476.105195313359,71.41588839698598,41.891631612293345,0.6761188124867374,116.0615638400622,146,6,72,1,0,1
1409.2436337958402,65.6673169146347,33.682679443299016,0.4999686327388225,110.70837843768763,189,0,167,0,0,0
1442.3228669431667,74.5865965707865,53.961783486015264,0.3818125874579199,120.88717595031214,83,6,153,0,0,1
1575.5391225825756,74.39126245808359,54.94595113161064,0.5449473912832307,85.08585134280696,124,1,124,0,0,0
